Symbol,Name,MarketCap,Sector,Industry
BKNG,Booking Holdings Inc.,57964088497.0,Consumer Services,Transportation Services
BKR,Baker Hughes Company,13384570985.0,Energy,Metal Fabrications
BKSC,Bank of South Carolina Corp.,84669857.53,Finance,Major Banks
BKTI,BK Technologies Corporation,30178166.07,Technology,Radio And Television Broadcasting And Communications Equipment
BKU,"BankUnited, Inc.",1760200740.0,Finance,Savings Institutions
BKYI,"BIO-key International, Inc.",10085982.2,Technology,Computer Communications Equipment
BL,"BlackLine, Inc.",3294699990.0,Technology,Computer Software: Prepackaged Software
BLBD,Blue Bird Corporation,270277037.8,Capital Goods,Construction/Ag Equipment/Trucks
BLCM,"Bellicum Pharmaceuticals, Inc.",31953156.36,Health Care,Major Pharmaceuticals
BLD,TopBuild Corp.,2523081183.0,Basic Industries,Engineering & Construction
BLDP,"Ballard Power Systems, Inc.",2367391909.0,Energy,Industrial Machinery/Components
BLDR,"Builders FirstSource, Inc.",1618856159.0,Consumer Services,RETAIL: Building Materials
BLFS,"BioLife Solutions, Inc.",214952674.6,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BLIN          ,"Bridgeline Digital, Inc.",3071742.625,Technology,Computer Software: Prepackaged Software
BLK,"BlackRock, Inc.",73014397465.0,Finance,Investment Bankers/Brokers/Service
BLKB,"Blackbaud, Inc.",2432545731.0,Technology,Computer Software: Prepackaged Software
BLL,Ball Corporation,22329313016.0,Consumer Durables,Containers/Packaging
BLMN,"Bloomin&#39; Brands, Inc.",781158679.7,Consumer Services,Restaurants
BLNK,Blink Charging Co.,51176336.13,Consumer Durables,Electrical Products
BLNKW,Blink Charging Co.,0.0,Consumer Durables,Electrical Products
BLPH,"Bellerophon Therapeutics, Inc.",81928770.48,Health Care,Major Pharmaceuticals
BLRX,BioLineRx Ltd.,15065214.45,Health Care,Major Pharmaceuticals
BLU,BELLUS Health Inc.,541337940.0,Health Care,Major Pharmaceuticals
BLUE,"bluebird bio, Inc.",3254944899.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BLW,Citigroup Inc.,472632745.8,Finance,Major Banks
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",425058928.2,Finance,Commercial Banks
BMA,Macro Bank Inc.,1066515430.0,Finance,Commercial Banks
BMCH,"BMC Stock Holdings, Inc.",1154570843.0,Consumer Services,RETAIL: Building Materials
BMI,"Badger Meter, Inc.",1645769818.0,Capital Goods,Industrial Machinery/Components
BMLP,Bank Of Montreal,17472600.0,Finance,Commercial Banks
BMO,Bank Of Montreal,31290630476.0,Finance,Commercial Banks
BMRA,"Biomerica, Inc.",91458987.1,Health Care,Medical/Dental Instruments
BMRC,Bank of Marin Bancorp,417770901.8,Finance,Major Banks
BMRN,BioMarin Pharmaceutical Inc.,16846902180.0,Health Care,Major Pharmaceuticals
BMTC,Bryn Mawr Bank Corporation,519236053.3,Finance,Major Banks
BMY,Bristol-Myers Squibb Company,139549000000.0,Health Care,Major Pharmaceuticals
BNED,"Barnes & Noble Education, Inc",92248328.14,Consumer Services,Other Specialty Stores
BNFT,"Benefitfocus, Inc.",344276324.2,Technology,Computer Software: Prepackaged Software
BNGO,"Bionano Genomics, Inc.",18744424.87,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BNGOW,"Bionano Genomics, Inc.",0.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BNS,Bank of Nova Scotia (The),46959826604.0,Finance,Major Banks
BNSO,"Bonso Electronics International, Inc.",9308980.905,Capital Goods,Industrial Machinery/Components
BNTC,Benitec Biopharma Inc.,4196008560.0,Health Care,Major Pharmaceuticals
BNTX,BioNTech SE,456139985.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BOCH,Bank of Commerce Holdings (CA),109497018.8,Finance,Major Banks
BOH,Bank of Hawaii Corporation,2380762802.0,Finance,Major Banks
BOKF,BOK Financial Corporation,3177712951.0,Finance,Major Banks
BOKFL,BOK Financial Corporation,0.0,Finance,Major Banks
BOMN,Boston Omaha Corporation,390041849.4,Finance,Real Estate
BOOM,DMC Global Inc.,401688682.1,Capital Goods,Industrial Specialties
BOOT,"Boot Barn Holdings, Inc.",407692282.5,Consumer Services,Clothing/Shoe/Accessory Stores
BORR,Borr Drilling Limited,76243025.49,Energy,Oil & Gas Production
BOSC,B.O.S. Better Online Solutions,8005070.978999998,Technology,Computer Communications Equipment
BOTJ,"Bank of the James Financial Group, Inc.",41485442.1,Finance,Major Banks
BOX,"Box, Inc.",2433743900.0,Technology,Computer Software: Prepackaged Software
BOXL,Boxlight Corporation,9283985.459,Miscellaneous,Industrial Machinery/Components
BP,BP p.l.c.,75464219804.0,Energy,Integrated oil Companies
BPFH,"Boston Private Financial Holdings, Inc.",586180855.0,Finance,Major Banks
BPMC,Blueprint Medicines Corporation,3814847105.0,Health Care,Major Pharmaceuticals
BPMP,BP Midstream Partners LP,1137729167.0,Energy,Natural Gas Distribution
BPMX,BioPharmX Corporation,5211120.237,Health Care,Major Pharmaceuticals
BPOP,"Popular, Inc.",3068717731.0,Finance,Major Banks
BPOPM,"Popular, Inc.",0.0,Finance,Major Banks
BPOPN,"Popular, Inc.",304972800.0,Finance,Major Banks
BPT,BP Prudhoe Bay Royalty Trust,90308000.0,Energy,Integrated oil Companies
BPTH,"Bio-Path Holdings, Inc.",19788353.52,Health Care,Major Pharmaceuticals
BPY,Brookfield Property Partners L.P.,4018100650.0,Finance,Real Estate
BPYPN,Brookfield Property Partners L.P.,220800000.0,Finance,Real Estate
BPYPO,Brookfield Property Partners L.P.,202500000.0,Finance,Real Estate
BPYPP,Brookfield Property Partners L.P.,131200000.0,Finance,Real Estate
BPYU,Brookfield Property REIT Inc.,549755030.6,Consumer Services,Real Estate Investment Trusts
BPYUP,Brookfield Property REIT Inc.,155100000.0,Consumer Services,Real Estate Investment Trusts
BR,"Broadridge Financial Solutions, Inc.",12604171855.0,Miscellaneous,Business Services
BRBR,"BellRing Brands, Inc.",615480008.9,Consumer Non-Durables,Packaged Foods
BRBS,"Blue Ridge Bankshares, Inc.",90179491.05,Finance,Major Banks
BRC,Brady Corporation,2229493491.0,Consumer Durables,Miscellaneous manufacturing industries
BREW,"Craft Brew Alliance, Inc.",296477611.2,Consumer Non-Durables,Beverages (Production/Distribution)
BRFS,BRF S.A.,2914217682.0,Consumer Non-Durables,Meat/Poultry/Fish
BRG,"Bluerock Residential Growth REIT, Inc.",139027340.9,Consumer Services,Real Estate Investment Trusts
BRID,Bridgford Foods Corporation,167921392.0,Consumer Non-Durables,Specialty Foods
BRKL,"Brookline Bancorp, Inc.",850872089.2,Finance,Savings Institutions
BRKR,Bruker Corporation,5679241098.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
BRKS,"Brooks Automation, Inc.",2494969871.0,Technology,Industrial Machinery/Components
BRMK,Broadmark Realty Capital Inc.,988797106.2,Consumer Services,Real Estate Investment Trusts
BRN,"Barnwell Industries, Inc.",4833861.44,Energy,Oil & Gas Production
BRO,"Brown & Brown, Inc.",10581208084.0,Finance,Specialty Insurers
BROG,Brooge Energy Limited ,1258261512.0,Energy,Integrated oil Companies
BROGW,Brooge Energy Limited ,0.0,Energy,Integrated oil Companies
BRP,"BRP Group, Inc.",614574289.2,Finance,Specialty Insurers
BRPA,Big Rock Partners Acquisition Corp.,29007179.04,Finance,Business Services
BRPAR,Big Rock Partners Acquisition Corp.,0.0,Finance,Business Services
BRPAU,Big Rock Partners Acquisition Corp.,0.0,Finance,Business Services
BRPAW,Big Rock Partners Acquisition Corp.,0.0,Finance,Business Services
BRQS,"Borqs Technologies, Inc. ",113959380.1,Technology,EDP Services
BRT,BRT Apartments Corp.,143208000.0,Consumer Services,Real Estate Investment Trusts
BRX,Brixmor Property Group Inc.,2652342160.0,Consumer Services,Real Estate Investment Trusts
BRY,Berry Corporation (bry),192930855.5,Energy,Oil & Gas Production
BSA,BrightSphere Investment Group Inc.,0.0,Finance,Investment Managers
BSAC,Banco Santander Chile,6958373217.0,Finance,Commercial Banks
BSBK,Bogota Financial Corp.,106707527.8,Finance,Banks
BSBR,Banco Santander Brasil SA,36109480191.0,Finance,Commercial Banks
BSET,"Bassett Furniture Industries, Incorporated",55403380.05,Consumer Durables,Home Furnishings
BSGM,"BioSig Technologies, Inc.",160466283.2,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
BSIG,BrightSphere Investment Group Inc.,448157512.8,Finance,Investment Managers
BSM,"Black Stone Minerals, L.P.",1075028578.0,Energy,Oil & Gas Production
BSMX,"Banco Santander Mexico, S.A., Institucion de Ban",3556385042.0,Finance,Commercial Banks
BSQR,BSQUARE Corporation,14998636.95,Miscellaneous,Business Services
BSRR,Sierra Bancorp,272964982.9,Finance,Major Banks
BSTC,BioSpecifics Technologies Corp,388407862.6,Health Care,Major Pharmaceuticals
BSVN,Bank7 Corp.,62627425.12,Finance,Major Banks
BSX,Boston Scientific Corporation,52120192029.0,Health Care,Medical/Dental Instruments
BTAI,"BioXcel Therapeutics, Inc.",568335877.1,Health Care,Major Pharmaceuticals
BTE,Baytex Energy Corp,123301964.5,Energy,Oil & Gas Production
BTG,B2Gold Corp,4659703637.0,Basic Industries,Precious Metals
BTI,British American Tobacco p.l.c.,84231822968.0,Consumer Non-Durables,Farming/Seeds/Milling
BTN,"Ballantyne Strong, Inc",21537341.91,Miscellaneous,Industrial Machinery/Components
BTU,Peabody Energy Corporation,337979656.7,Energy,Coal Mining
BUD,Anheuser-Busch Inbev SA,87368715228.0,Consumer Non-Durables,Beverages (Production/Distribution)
BURL,"Burlington Stores, Inc.",11648056168.0,Consumer Services,Department/Specialty Retail Stores
BUSE,First Busey Corporation,896297298.6,Finance,Major Banks
BV,"BrightView Holdings, Inc.",1066276976.0,Consumer Non-Durables,Farming/Seeds/Milling
BVN,Buenaventura Mining Company Inc.,1876962947.0,Basic Industries,Precious Metals
BVSN,"BroadVision, Inc.",21443528.61,Technology,Computer Software: Prepackaged Software
BVXV,BiondVax Pharmaceuticals Ltd.,95101957.83,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BVXVW,BiondVax Pharmaceuticals Ltd.,0.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BW,Babcock,45599636.11,Capital Goods,Building Products
BWA,BorgWarner Inc.,5275088326.0,Capital Goods,Auto Parts:O.E.M.
BWAY,Brainsway Ltd.,19809682.65,Health Care,Medical/Dental Instruments
BWB,"Bridgewater Bancshares, Inc.",260507916.0,Finance,Major Banks
BWEN,"Broadwind Energy, Inc.",22517510.48,Capital Goods,Metal Fabrications
BWFG,"Bankwell Financial Group, Inc.",128382843.9,Finance,Major Banks
BWMX,"Betterware de Mexico, S.A.P.I de C.V.",338755978.0,Consumer Services,Catalog/Specialty Distribution
BWXT,"BWX Technologies, Inc.",4931888106.0,Energy,Industrial Machinery/Components
BX,The Blackstone Group Inc.,57662129847.0,Finance,Investment Managers
BXC,BlueLinx Holdings Inc.,42430883.73,Capital Goods,Wholesale Distributors
BXG,Bluegreen Vacations Corporation,403045796.1,Finance,Real Estate
BXMT,"Capital Trust, Inc.",2811335168.0,Consumer Services,Real Estate Investment Trusts
BXP,"Boston Properties, Inc.",14201455326.0,Consumer Services,Real Estate Investment Trusts
BXRX,"Baudax Bio, Inc.",41992271.32,Health Care,Misc Health and Biotechnology Services
BY,"Byline Bancorp, Inc.",394430351.0,Finance,Major Banks
BYD,Boyd Gaming Corporation,1607147568.0,Consumer Services,Hotels/Resorts
BYFC,Broadway Financial Corporation,37345100.15,Finance,Savings Institutions
BYND,"Beyond Meat, Inc.",4893456722.0,Consumer Non-Durables,Packaged Foods
BYSI,"BeyondSpring, Inc.",330264496.8,Health Care,Major Pharmaceuticals
BZH,"Beazer Homes USA, Inc.",162886894.0,Capital Goods,Homebuilding
BZUN,Baozun Inc.,1420020757.0,Consumer Services,Catalog/Specialty Distribution
C,Citigroup Inc.,91620018000.0,Finance,Major Banks
C^K,Citigroup Inc.,0.0,Finance,Major Banks
C^N,Citigroup Inc.,0.0,Finance,Major Banks
CAAP,Corporacion America Airports SA,332846305.0,Transportation,Aerospace
CAAS,"China Automotive Systems, Inc.",58409881.32,Capital Goods,Auto Parts:O.E.M.
CABA,"Cabaletta Bio, Inc.",159826246.3,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CABO,"Cable One, Inc.",10209282604.0,Consumer Services,Television Services
CAC,Camden National Corporation,419763300.1,Finance,Major Banks
CACC,Credit Acceptance Corporation,5349308323.0,Finance,Finance: Consumer Services
CACI,"CACI International, Inc.",5981610242.0,Technology,EDP Services
CADE,Cadence Bancorporation,673886409.6,Finance,Major Banks
CAE,CAE Inc,4024137349.0,Miscellaneous,Industrial Machinery/Components
CAG,"ConAgra Brands, Inc.",16502145213.0,Consumer Non-Durables,Packaged Foods
CAH,"Cardinal Health, Inc.",14805096464.0,Health Care,Other Pharmaceuticals
CAI,"CAI International, Inc.",239255602.4,Technology,Diversified Commercial Services
CAJ,"Canon, Inc.",21594617957.0,Miscellaneous,Industrial Machinery/Components
CAKE,The Cheesecake Factory Incorporated,860583090.5,Consumer Services,Restaurants
CAL,"Caleres, Inc.",226177410.0,Consumer Non-Durables,Shoe Manufacturing
CALA,"Calithera Biosciences, Inc.",403648021.9,Health Care,Major Pharmaceuticals
CALB,California BanCorp,109644948.0,Finance,Major Banks
CALM,"Cal-Maine Foods, Inc.",1997285636.0,Consumer Non-Durables,Farming/Seeds/Milling
CALX,"Calix, Inc",451368022.7,Consumer Services,Telecommunications Equipment
CAMP,CalAmp Corp.,197779365.2,Technology,Radio And Television Broadcasting And Communications Equipment
CAMT,Camtek Ltd.,366995619.3,Capital Goods,Electronic Components
CAN,Canaan Inc.,41700000.0,Technology,Semiconductors
CANF,Can-Fite Biopharma Ltd,16054055.64,Health Care,Major Pharmaceuticals
CANG,Cango Inc.,779735471.9,Technology,Computer Software: Prepackaged Software
CAPL,CrossAmerica Partners LP,343574497.9,Energy,Oil Refining/Marketing
CAPR,"Capricor Therapeutics, Inc.",15055375.14,Health Care,Major Pharmaceuticals
CAR,"Avis Budget Group, Inc.",939519810.0,Consumer Services,Rental/Leasing Companies
CARA,"Cara Therapeutics, Inc.",692467834.5,Health Care,Major Pharmaceuticals
CARG,"CarGurus, Inc.",2076952971.0,Technology,EDP Services
CARO,Carolina Financial Corporation,713742238.8,Finance,Major Banks
CARR,Carrier Global Corporation,12515996250.0,Capital Goods,Industrial Machinery/Components
CARS,Cars.com Inc.,271860015.7,Technology,EDP Services
CARV,"Carver Bancorp, Inc.",7195537.225,Finance,Savings Institutions
CASA,"Casa Systems, Inc.",374350808.3,Technology,Radio And Television Broadcasting And Communications Equipment
CASH,"Meta Financial Group, Inc.",645141446.8,Finance,Savings Institutions
CASI,"CASI Pharmaceuticals, Inc.",180223243.2,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASS,"Cass Information Systems, Inc",512267911.0,Miscellaneous,Business Services
CASY,"Caseys General Stores, Inc.",5624265569.0,Consumer Durables,Automotive Aftermarket
CAT,"Caterpillar, Inc.",63039467106.0,Capital Goods,Construction/Ag Equipment/Trucks
CATB,"Catabasis Pharmaceuticals, Inc.",95033983.32,Health Care,Major Pharmaceuticals
CATC,Cambridge Bancorp,249990488.0,Finance,Major Banks
CATM,Cardtronics plc,845076376.1,Miscellaneous,Business Services
CATO,Cato Corporation (The),243073581.2,Consumer Services,Clothing/Shoe/Accessory Stores
CATS,"Catasys, Inc.",494281786.2,Health Care,Misc Health and Biotechnology Services
CATY,Cathay General Bancorp,1862405261.0,Finance,Major Banks
CB,Chubb Limited,51744815827.0,Finance,Property-Casualty Insurers
CBAN,"Colony Bankcorp, Inc.",97457513.58,Finance,Major Banks
CBAT,"CBAK Energy Technology, Inc.",22745244.66,Miscellaneous,Industrial Machinery/Components
CBAY,CymaBay Therapeutics Inc.,115722531.1,Health Care,Major Pharmaceuticals
CBB,Cincinnati Bell Inc,746328580.9,Public Utilities,Telecommunications Equipment
CBD,Companhia Brasileira de Distribuicao,3277491152.0,Consumer Services,Food Chains
CBFV,"CB Financial Services, Inc.",103559270.4,Finance,Major Banks
CBIO,"Catalyst Biosciences, Inc. ",86574655.62,Health Care,Major Pharmaceuticals
CBL,"CBL & Associates Properties, Inc.",39545200.15,Consumer Services,Real Estate Investment Trusts
CBLI,"Cleveland BioLabs, Inc.",17903085.23,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CBMB,"CBM Bancorp, Inc.",45053357.44,Finance,Savings Institutions
CBMG,"Cellular Biomedicine Group, Inc.",295748861.8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CBNK,"Capital Bancorp, Inc.",145268936.2,Finance,Major Banks
CBPO,"China Biologic Products Holdings, Inc.",4175142930.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CBRE,"CBRE Group, Inc.",14106723696.0,Finance,Real Estate
CBRL,"Cracker Barrel Old Country Store, Inc.",2066677013.0,Consumer Services,Restaurants
CBSH,"Commerce Bancshares, Inc.",6326187006.0,Finance,Major Banks
CBSHP,"Commerce Bancshares, Inc.",2323084241.0,Finance,Major Banks
CBT,Cabot Corporation,1651076661.0,Basic Industries,Major Chemicals
CBTX,"CBTX, Inc.",419259271.2,Finance,Major Banks
CBU,"Community Bank System, Inc.",3175732622.0,Finance,Major Banks
CBZ,"CBIZ, Inc.",1184743515.0,Miscellaneous,Business Services
CC,Chemours Company (The),1708703479.0,Basic Industries,Major Chemicals
CCAC,CITIC Capital Acquisition Corp.,0.0,Finance,Business Services
CCB,Coastal Financial Corporation,146838764.0,Finance,Major Banks
CCBG,Capital City Bank Group,303970501.6,Finance,Major Banks
CCC,Clarivate Analytics Plc,8622638565.0,Technology,EDP Services
CCCL,"China Ceramics Co., Ltd.",4517960.585,Capital Goods,Building Materials
CCEP,Coca-Cola European Partners plc,18450065761.0,Consumer Non-Durables,Beverages (Production/Distribution)
CCF,Chase Corporation,784235460.0,Consumer Durables,Building Products
CCH,Collier Creek Holdings,571601250.0,Finance,Business Services
CCI,Crown Castle International Corporation,67688448755.0,Consumer Services,Real Estate Investment Trusts
CCJ,Cameco Corporation,3843195978.0,Basic Industries,Precious Metals
CCK,"Crown Holdings, Inc.",8315504010.0,Consumer Durables,Containers/Packaging
CCL,Carnival Corporation,9558844637.0,Consumer Services,Marine Transportation
CCLP,CSI Compressco LP,23161739.93,Energy,Oilfield Services/Equipment
CCM,Concord Medical Services Holdings Limited,75071087.16,Health Care,Medical/Nursing Services
CCMP,Cabot Microelectronics Corporation,3260291260.0,Technology,Semiconductors
CCNE,CNB Financial Corporation,250973007.1,Finance,Major Banks
CCO,"Clear Channel Outdoor Holdings, Inc.",335542297.6,Consumer Services,Advertising
CCOI,"Cogent Communications Holdings, Inc.",4238486417.0,Consumer Services,Telecommunications Equipment
CCR,CONSOL Coal Resources LP,140927402.4,Energy,Coal Mining
CCRC,"China Customer Relations Centers, Inc.",108678031.4,Miscellaneous,Business Services
CCRN,"Cross Country Healthcare, Inc.",218946433.9,Technology,Professional Services
CCS,"Century Communities, Inc.",501019127.7,Capital Goods,Homebuilding
CCU,"Compania Cervecerias Unidas, S.A.",2675200793.0,Consumer Non-Durables,Beverages (Production/Distribution)
CCX,Churchill Capital Corp II,875437500.0,Finance,Business Services
CCXI,"ChemoCentryx, Inc.",3192208867.0,Health Care,Major Pharmaceuticals
CCXX,Churchill Capital Corp III,0.0,Finance,Business Services
CCZ,Comcast Corporation,0.0,Consumer Services,Television Services
CDAY,Ceridian HCM Holding Inc.,7589005056.0,Technology,Computer Software: Prepackaged Software
CDE,"Coeur Mining, Inc.",1081562706.0,Basic Industries,Precious Metals
CDEV,"Centennial Resource Development, Inc.",79791721.92,Energy,Oil & Gas Production
CDK,"CDK Global, Inc.",4271653762.0,Miscellaneous,Business Services
CDLX,"Cardlytics, Inc.",1184877822.0,Technology,"Computer Software: Programming, Data Processing"
CDMO,"Avid Bioservices, Inc.",260947551.5,Health Care,Major Pharmaceuticals
CDMOP,"Avid Bioservices, Inc.",15719060.0,Health Care,Major Pharmaceuticals
CDNA,"CareDx, Inc.",990514740.6,Health Care,Medical Specialities
CDNS,"Cadence Design Systems, Inc.",21860059869.0,Technology,Computer Software: Prepackaged Software
CDOR,"Condor Hospitality Trust, Inc.",42828658.11,Consumer Services,Real Estate Investment Trusts
CDOR,"Condor Hospitality Trust, Inc.",42828658.11,Consumer Services,Real Estate Investment Trusts
CDR,"Cedar Realty Trust, Inc.",66567982.02,Consumer Services,Real Estate Investment Trusts
CDTX,"Cidara Therapeutics, Inc.",113032826.8,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CDW,CDW Corporation,15022419139.0,Consumer Services,Catalog/Specialty Distribution
CDXC,ChromaDex Corporation,248717651.5,Consumer Durables,Specialty Chemicals
CDXS,"Codexis, Inc.",647904653.0,Basic Industries,Major Chemicals
CDZI,"Cadiz, Inc.",424598281.1,Public Utilities,Water Supply
CE,Celanese Corporation,9089424957.0,Basic Industries,Major Chemicals
CEA,China Eastern Airlines Corporation Ltd.,6234041202.0,Transportation,Air Freight/Delivery Services
CECE,CECO Environmental Corp.,164074538.6,Capital Goods,Pollution Control Equipment
CEI,"Camber Energy, Inc.",8600000.0,Energy,Oil & Gas Production
CEIX,CONSOL Energy Inc.,134310682.3,Energy,Coal Mining
CEL,"Cellcom Israel, Ltd.",523573404.1,Public Utilities,Telecommunications Equipment
CELC,Celcuity Inc.,51269940.0,Health Care,Medical Specialities
CELH,"Celsius Holdings, Inc.",303960351.4,Consumer Non-Durables,Beverages (Production/Distribution)
CELP,"Cypress Environmental Partners, L.P. ",60280614.9,Miscellaneous,Business Services
CEMI,"Chembio Diagnostics, Inc.",248979982.7,Health Care,Major Pharmaceuticals
CENT,Central Garden & Pet Company,1805474990.0,Consumer Durables,Consumer Specialties
CENTA,Central Garden & Pet Company,1658021399.0,Consumer Durables,Consumer Specialties
CENX,Century Aluminum Company,356742644.0,Basic Industries,Aluminum
CEO,CNOOC Limited,1163230857.0,Energy,Oil & Gas Production
CEPU,Central Puerto S.A.,358230555.2,Public Utilities,Electric Utilities: Central
CEQP,Crestwood Equity Partners LP,474900558.0,Consumer Services,Other Consumer Services
CERC,Cerecor Inc.,164157748.9,Health Care,Major Pharmaceuticals
CERN,Cerner Corporation,21373259863.0,Technology,EDP Services
CERS,Cerus Corporation,882181516.8,Health Care,Medical/Dental Instruments
CETV,Central European Media Enterprises Ltd.,892696731.5,Consumer Services,Broadcasting
CETX,Cemtrex Inc.,6306748.14,Capital Goods,Industrial Machinery/Components
CETXP,Cemtrex Inc.,1898976.611,Capital Goods,Industrial Machinery/Components
CETXW,Cemtrex Inc.,0.0,Capital Goods,Industrial Machinery/Components
CEVA,"CEVA, Inc.",655556199.6,Technology,Semiconductors
CF,"CF Industries Holdings, Inc.",5890106992.0,Basic Industries,Agricultural Chemicals
CFB,"CrossFirst Bankshares, Inc.",443875488.2,Finance,Major Banks
CFBI,"Community First Bancshares, Inc.",52904936.0,Finance,Savings Institutions
CFBK,Central Federal Corporation,54805294.5,Finance,Major Banks
CFFA,CF Finance Acquisition Corp.,370007064.8,Finance,Business Services
CFFAU,CF Finance Acquisition Corp.,0.0,Finance,Business Services
CFFAW,CF Finance Acquisition Corp.,0.0,Finance,Business Services
CFFI,C&F Financial Corporation,109141709.8,Finance,Major Banks
CFFN,"Capitol Federal Financial, Inc.",1665598182.0,Finance,Savings Institutions
CFG,"Citizens Financial Group, Inc.",8676918401.0,Finance,Major Banks
CFMS,"ConforMIS, Inc.",48573790.33,Health Care,Industrial Specialties
CFR,"Cullen/Frost Bankers, Inc.",3840437125.0,Finance,Major Banks
CFRX,ContraFect Corporation,103491283.5,Health Care,Major Pharmaceuticals
CFX,Colfax Corporation,2749928892.0,Capital Goods,Fluid Controls
CFXA,Colfax Corporation,0.0,Capital Goods,Fluid Controls
CG,The Carlyle Group Inc.,7642450942.0,Finance,Investment Managers
CGA,"China Green Agriculture, Inc.",15939458.8,Basic Industries,Agricultural Chemicals
CGC,Canopy Growth Corporation,5310690693.0,Consumer Durables,Specialty Chemicals
CGEN,Compugen Ltd.,1073964754.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CGIX,"Cancer Genetics, Inc.",5732423.97,Health Care,Medical Specialities
CGNX,Cognex Corporation,8287735554.0,Capital Goods,Industrial Machinery/Components
CHA,China Telecom Corp Ltd,26505350618.0,Public Utilities,Telecommunications Equipment
CHAP,"Chaparral Energy, Inc.",11514797.43,Energy,Oil & Gas Production
CHCI,"Comstock Holding Companies, Inc.",17057736.0,Capital Goods,Homebuilding
CHCO,City Holding Company,963287315.0,Finance,Major Banks
CHCT,Community Healthcare Trust Incorporated,708670487.2,Consumer Services,Real Estate Investment Trusts
CHD,"Church & Dwight Company, Inc.",17860568953.0,Basic Industries,Package Goods/Cosmetics
CHDN,"Churchill Downs, Incorporated",3697244702.0,Consumer Services,Services-Misc. Amusement & Recreation
CHE,Chemed Corp.,7011504075.0,Health Care,Medical/Nursing Services
CHEF,"The Chefs&#39; Warehouse, Inc.",363747479.2,Consumer Non-Durables,Food Distributors
CHEK,Check-Cap Ltd.,6103731.27,Health Care,Medical Electronics
CHEKZ,Check-Cap Ltd.,0.0,Health Care,Medical Electronics
CHFS,"CHF Solutions, Inc.",13366048.38,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CHGG,"Chegg, Inc.",4439234820.0,Consumer Services,Other Consumer Services
CHH,"Choice Hotels International, Inc.",3916500388.0,Consumer Services,Hotels/Resorts
CHK,Chesapeake Energy Corporation,140693920.0,Energy,Oil & Gas Production
CHKP,Check Point Software Technologies Ltd.,15060703267.0,Technology,Computer Software: Prepackaged Software
CHL,China Mobile (Hong Kong) Ltd.,159750000000.0,Public Utilities,Telecommunications Equipment
CHMA,"Chiasma, Inc.",190995569.6,Health Care,Major Pharmaceuticals
CHMG,Chemung Financial Corp,120785126.4,Finance,Major Banks
CHMI,Cherry Hill Mortgage Investment Corporation,106461585.5,Consumer Services,Real Estate Investment Trusts
CHNG,Change Healthcare Inc.,3164714928.0,Technology,EDP Services
CHNGU,Change Healthcare Inc.,0.0,Technology,EDP Services
CHNR,"China Natural Resources, Inc.",25658243.48,Basic Industries,Precious Metals
CHPM,CHP Merger Corp.,363750000.0,Finance,Business Services
CHPMU,CHP Merger Corp.,0.0,Finance,Business Services
CHPMW,CHP Merger Corp.,0.0,Finance,Business Services
CHRA,"Charah Solutions, Inc.",48287666.05,Basic Industries,Environmental Services
CHRS,"Coherus BioSciences, Inc.",1172759136.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CHRW,"C.H. Robinson Worldwide, Inc.",9498487249.0,Transportation,Oil Refining/Marketing
CHS,"Chico&#39;s FAS, Inc.",141933894.0,Consumer Services,Clothing/Shoe/Accessory Stores
CHSCL,CHS Inc,524538000.0,Consumer Services,Farming/Seeds/Milling
CHSCM,CHS Inc,457710000.0,Consumer Services,Farming/Seeds/Milling
CHSCN,CHS Inc,404544000.0,Consumer Services,Farming/Seeds/Milling
CHSCO,CHS Inc,287620236.8,Consumer Services,Farming/Seeds/Milling
CHSCP,CHS Inc,188244827.4,Consumer Services,Farming/Seeds/Milling
CHT,"Chunghwa Telecom Co., Ltd.",27856992177.0,Public Utilities,Telecommunications Equipment
CHTR,"Charter Communications, Inc.",116786000000.0,Consumer Services,Television Services
CHU,China Unicom (Hong Kong) Ltd,19705192075.0,Public Utilities,Telecommunications Equipment
CHUY,"Chuy&#39;s Holdings, Inc.",231080485.0,Consumer Services,Restaurants
CHWY,"Chewy, Inc.",17950657013.0,Consumer Services,Catalog/Specialty Distribution
CI,Cigna Corporation,70181209839.0,Health Care,Medical Specialities
